Datetime,Open,High,Low,Close,Volume,returns,rolling_volatility,rolling_volume,momentum
2025-11-24 09:00:00+00:00,272.5,272.5,272.19,272.19,1357,0.0,0.0,792.1,0.0
2025-11-24 09:01:00+00:00,272.26,272.26,272.26,272.26,573,0.0002571732980638508,0.0,792.1,0.06999999999999318
2025-11-24 09:02:00+00:00,272.28,272.48,272.28,272.48,1371,0.0008080511275987412,0.0,792.1,0.22000000000002728
2025-11-24 09:06:00+00:00,272.19,272.4,272.19,272.4,1999,-0.0002935995302408845,0.0,792.1,-0.08000000000004093
2025-11-24 09:07:00+00:00,272.36,272.36,272.36,272.36,249,-0.00014684287812027907,0.0,792.1,-0.03999999999996362
2025-11-24 09:08:00+00:00,272.23,272.23,272.22,272.22,463,-0.0005140255544132666,0.0,792.1,-0.13999999999998636
2025-11-24 09:09:00+00:00,272.21,272.21,272.2,272.2,442,-7.346998751023293e-05,0.0,792.1,-0.020000000000038654
2025-11-24 09:14:00+00:00,272.09,272.09,271.97,271.97,2299,-0.0008449669360762746,0.0,792.1,-0.22999999999996135
2025-11-24 09:15:00+00:00,272.04,272.04,272.04,272.04,612,0.0002573813288229143,0.0,792.1,0.06999999999999318
2025-11-24 09:16:00+00:00,271.84,271.84,271.54,271.54,2139,-0.0018379650051463248,0.0,792.1,-0.5
2025-11-24 09:17:00+00:00,271.68,271.88,271.68,271.88,742,0.001252117551741927,0.0,792.1,0.339999999999975
2025-11-24 09:18:00+00:00,271.68,271.68,271.56,271.56,1045,-0.0011769898484624841,0.0,792.1,-0.3199999999999932
2025-11-24 09:19:00+00:00,271.85,271.85,271.85,271.85,156,0.0010679039622920605,0.0,792.1,0.29000000000002046
2025-11-24 09:20:00+00:00,271.9,271.9,271.9,271.9,313,0.0001839249586166325,0.0,792.1,0.049999999999954525
2025-11-24 09:21:00+00:00,271.75,271.75,271.75,271.75,250,-0.0005516734093415909,0.0,792.1,-0.14999999999997726
2025-11-24 09:22:00+00:00,271.73,271.73,271.52,271.52,3373,-0.0008463661453542715,0.0,792.1,-0.2300000000000182
2025-11-24 09:23:00+00:00,271.4,271.4,271.35,271.35,725,-0.000626104890983914,0.0,792.1,-0.16999999999995907
2025-11-24 09:24:00+00:00,271.2,271.39,271.2,271.34,1566,-3.6852773171336395e-05,0.0,792.1,-0.010000000000047748
2025-11-24 09:25:00+00:00,271.32,271.32,271.03,271.03,2163,-0.001142478071791908,0.0,792.1,-0.3100000000000023
2025-11-24 09:26:00+00:00,271.0,271.0,270.45,270.45,1774,-0.0021399845035604548,0.0,792.1,-0.5799999999999841
2025-11-24 09:29:00+00:00,270.68,270.68,270.68,270.68,332,0.0008504344610833492,0.0,792.1,0.2300000000000182
2025-11-24 09:30:00+00:00,270.9,270.9,270.9,270.9,328,0.0008127678439484587,0.0,792.1,0.21999999999997044
2025-11-24 09:31:00+00:00,270.86,270.89,270.86,270.88,678,-7.3827980804686e-05,0.0,792.1,-0.01999999999998181
2025-11-24 09:32:00+00:00,270.88,270.88,270.88,270.88,228,0.0,0.0,792.1,0.0
2025-11-24 09:40:00+00:00,271.02,271.02,271.02,271.02,271,0.0005168340224452894,0.0,792.1,0.13999999999998636
2025-11-24 09:41:00+00:00,270.88,270.88,270.88,270.88,297,-0.0005165670430226088,0.0,792.1,-0.13999999999998636
2025-11-24 10:01:00+00:00,270.81,270.81,270.81,270.81,366,-0.0002584170112226447,0.0,792.1,-0.06999999999999318
2025-11-24 10:11:00+00:00,270.93,270.99,270.93,270.99,511,0.000664672648720499,0.0,792.1,0.18000000000000682
2025-11-24 10:23:00+00:00,270.8,270.8,270.8,270.8,195,-0.0007011328831322272,0.0,792.1,-0.18999999999999773
2025-11-24 10:28:00+00:00,270.7,270.7,270.69,270.69,382,-0.00040620384047274083,0.0,792.1,-0.11000000000001364
2025-11-24 10:29:00+00:00,270.7,270.7,270.7,270.7,778,3.694262809861293e-05,0.0,792.1,0.009999999999990905
2025-11-24 10:31:00+00:00,270.81,271.0,270.81,271.0,1376,0.0011082379017361976,0.0,792.1,0.30000000000001137
2025-11-24 10:33:00+00:00,271.0,271.0,270.99,270.99,776,-3.690036900361182e-05,0.0,792.1,-0.009999999999990905
2025-11-24 11:12:00+00:00,270.55,270.6,270.5,270.5,2027,-0.001808184803867352,0.0,792.1,-0.4900000000000091
2025-11-24 11:16:00+00:00,270.59,270.59,270.59,270.59,381,0.0003327171903881876,0.0,792.1,0.08999999999997499
2025-11-24 11:20:00+00:00,270.7,270.81,270.7,270.81,563,0.000813038175837999,0.0,792.1,0.22000000000002728
2025-11-24 11:22:00+00:00,270.78,270.78,270.78,270.78,604,-0.00011077877478682385,0.0,792.1,-0.03000000000002956
2025-11-24 11:26:00+00:00,270.65,270.65,270.65,270.65,636,-0.000480094541694398,0.0,792.1,-0.12999999999999545
2025-11-24 11:30:00+00:00,270.75,270.75,270.75,270.75,211,0.00036948087936461427,0.0,792.1,0.10000000000002274
2025-11-24 11:35:00+00:00,270.65,270.65,270.65,270.65,639,-0.000369344413665873,0.0,792.1,-0.10000000000002274
2025-11-24 11:42:00+00:00,270.79,270.79,270.79,270.79,416,0.0005172732311105044,0.0,792.1,0.1400000000000432
2025-11-24 11:43:00+00:00,270.89,270.9,270.89,270.9,765,0.0004062188411682044,0.0,792.1,0.1099999999999568
2025-11-24 11:44:00+00:00,271.13,271.13,271.13,271.13,468,0.0008490217792544996,0.0,792.1,0.2300000000000182
2025-11-24 11:47:00+00:00,271.05,271.05,271.05,271.05,449,-0.00029506140965585015,0.0,792.1,-0.07999999999998408
2025-11-24 11:49:00+00:00,271.14,271.14,271.14,271.14,569,0.0003320420586607753,0.0,792.1,0.08999999999997499
2025-11-24 11:50:00+00:00,271.17,271.17,271.17,271.17,605,0.00011064394777626774,0.0,792.1,0.03000000000002956
2025-11-24 11:52:00+00:00,271.47,271.47,271.47,271.47,385,0.0011063170704723735,0.0,792.1,0.30000000000001137
2025-11-24 11:53:00+00:00,271.45,271.45,271.45,271.45,319,-7.367296570537363e-05,0.0,792.1,-0.020000000000038654
2025-11-24 12:00:00+00:00,271.31,271.39,271.31,271.36,2389,-0.0003315527721494682,0.0,792.1,-0.08999999999997499
2025-11-24 12:02:00+00:00,271.25,271.25,271.25,271.25,283,-0.0004053655660377631,0.0,792.1,-0.11000000000001364
2025-11-24 12:03:00+00:00,271.25,271.25,271.2,271.23,1491,-7.373271889399291e-05,0.0,792.1,-0.01999999999998181
2025-11-24 12:04:00+00:00,271.18,271.18,271.18,271.18,741,-0.00018434538952183388,0.0,792.1,-0.05000000000001137
2025-11-24 12:06:00+00:00,271.3,271.3,271.29,271.29,524,0.00040563463382259357,0.0,792.1,0.11000000000001364
2025-11-24 12:12:00+00:00,271.19,271.19,271.19,271.19,225,-0.00036860923734760576,0.0,792.1,-0.10000000000002274
2025-11-24 12:13:00+00:00,271.17,271.2,271.17,271.2,332,3.687451602196745e-05,0.0,792.1,0.009999999999990905
2025-11-24 12:17:00+00:00,271.27,271.27,271.27,271.27,191,0.0002581120943951909,0.0,792.1,0.06999999999999318
2025-11-24 12:18:00+00:00,271.26,271.26,271.26,271.26,113,-3.686364139043885e-05,0.0,792.1,-0.009999999999990905
2025-11-24 12:19:00+00:00,271.21,271.21,271.17,271.2,602,-0.00022119000221187957,0.0,792.1,-0.060000000000002274
2025-11-24 12:20:00+00:00,271.2,271.24,271.2,271.24,343,0.00014749262536883911,0.0,792.1,0.040000000000020464
2025-11-24 12:22:00+00:00,271.27,271.27,271.23,271.23,1126,-3.6867718625543944e-05,0.0006974372324566174,792.1,-0.009999999999990905
2025-11-24 12:25:00+00:00,271.35,271.5,271.35,271.5,5788,0.0009954651034176365,0.0007105726589927087,865.95,0.2699999999999818
2025-11-24 12:29:00+00:00,271.86,271.86,271.86,271.86,290,0.0013259668508287525,0.0007312956090105706,861.2333333333333,0.36000000000001364
2025-11-24 12:31:00+00:00,271.74,271.74,271.74,271.74,182,-0.0004414036636504193,0.0007249558505493677,841.4166666666666,-0.12000000000000455
2025-11-24 12:32:00+00:00,271.71,271.71,271.71,271.71,297,-0.00011039964672121538,0.0007242768232469503,813.05,-0.03000000000002956
2025-11-24 12:33:00+00:00,271.68,271.68,271.67,271.67,482,-0.00014721578153165105,0.0007242777396522582,816.9333333333333,-0.03999999999996362
2025-11-24 12:35:00+00:00,271.67,271.67,271.67,271.67,325,0.0,0.000721635234683315,814.6333333333333,0.0
2025-11-24 12:36:00+00:00,271.65,271.65,271.65,271.65,234,-7.361872860467411e-05,0.0007216353747448402,811.1666666666666,-0.020000000000038654
2025-11-24 12:39:00+00:00,271.67,271.68,271.55,271.58,2006,-0.0002576845205226608,0.0007143881642218224,806.2833333333333,-0.06999999999999318
2025-11-24 12:40:00+00:00,271.63,271.65,271.63,271.65,573,0.00025775093894986334,0.0007143906303540607,805.6333333333333,0.06999999999999318
2025-11-24 12:42:00+00:00,271.63,271.63,271.55,271.55,509,-0.00036812074360381697,0.0006752504346266359,778.4666666666667,-0.0999999999999659
2025-11-24 12:43:00+00:00,271.5,271.54,271.45,271.54,2365,-3.682563063889255e-05,0.0006549660914998976,805.5166666666667,-0.009999999999990905
2025-11-24 12:45:00+00:00,271.73,271.74,271.73,271.74,1082,0.0007365397363188197,0.0006442052079879764,806.1333333333333,0.19999999999998863
2025-11-24 12:48:00+00:00,271.78,271.78,271.78,271.78,1038,0.00014719952896147248,0.0006294045202137131,820.8333333333334,0.03999999999996362
2025-11-24 12:49:00+00:00,271.82,271.82,271.82,271.82,587,0.00014717786444928826,0.0006292363175186428,825.4,0.040000000000020464
2025-11-24 12:50:00+00:00,271.78,271.78,271.72,271.72,468,-0.0003678905157823431,0.0006269718770492888,829.0333333333333,-0.0999999999999659
2025-11-24 12:51:00+00:00,271.76,271.76,271.76,271.76,303,0.0001472103636095401,0.0006173300162971252,777.8666666666667,0.03999999999996362
2025-11-24 12:53:00+00:00,271.7,271.7,271.7,271.7,249,-0.00022078304386219383,0.0006123945119819189,769.9333333333333,-0.060000000000002274
2025-11-24 12:54:00+00:00,271.7,271.8,271.7,271.8,1050,0.0003680529996319404,0.0006139676529045941,761.3333333333334,0.10000000000002274
2025-11-24 12:55:00+00:00,271.88,271.93,271.88,271.92,1636,0.00044150110375285045,0.0005965756534545842,752.55,0.12000000000000455
2025-11-24 12:56:00+00:00,271.98,272.19,271.94,271.94,2828,7.355104442474669e-05,0.0005223769982414557,770.1166666666667,0.01999999999998181
2025-11-24 12:57:00+00:00,272.13,272.14,272.13,272.14,255,0.0007354563506656309,0.0005197507856760487,768.8333333333334,0.19999999999998863
2025-11-24 12:59:00+00:00,272.11,272.11,272.09,272.09,922,-0.00018372896303375796,0.0005121222384529199,778.7333333333333,-0.05000000000001137
2025-11-24 13:00:00+00:00,270.75,272.9,270.5,272.7,1099028,0.0022419052519386806,0.0005831859348197125,19084.566666666666,0.6100000000000136
2025-11-24 13:01:00+00:00,272.5,272.5,272.0,272.0,1124,-0.0025669233590025486,0.0006779753103152664,19099.5,-0.6999999999999886
2025-11-24 13:02:00+00:00,271.1703,272.0157,271.1703,272.0157,4849,5.772058823527715e-05,0.0006754212410686661,19175.8,0.015699999999981173
2025-11-24 13:03:00+00:00,272.0,272.04,271.9,271.9,4428,-0.00042534309600517073,0.0006741998582189798,19244.65,-0.11570000000000391
2025-11-24 13:04:00+00:00,271.89,271.99,271.89,271.91,1229,3.677822728964664e-05,0.0006728913947723949,19259.033333333333,0.010000000000047748
2025-11-24 13:05:00+00:00,271.98,272.01,271.98,272.01,1926,0.0003677687470118318,0.0006695107456419089,19282.616666666665,0.0999999999999659
2025-11-24 13:06:00+00:00,272.0,272.0,272.0,272.0,668,-3.676335428837163e-05,0.0006621145726431438,19290.5,-0.009999999999990905
2025-11-24 13:08:00+00:00,272.1,272.2,272.09,272.1837,1434,0.0006753676470587777,0.0006635432787842708,19308.033333333333,0.18369999999998754
2025-11-24 13:09:00+00:00,272.2,272.2999,272.19,272.2,2260,5.988602550410782e-05,0.0006635176599201989,19332.733333333334,0.01630000000000109
2025-11-24 13:10:00+00:00,272.2,272.39,272.2,272.25,2496,0.00018368846436445097,0.0006501250986479853,19351.4,0.05000000000001137
2025-11-24 13:11:00+00:00,272.45,272.45,272.35,272.35,1011,0.00036730945821861205,0.0006510194365167714,19355.316666666666,0.10000000000002274
2025-11-24 13:13:00+00:00,272.338,272.338,272.33,272.33,1683,-7.343491830380522e-05,0.0006022731593729272,19349.583333333332,-0.020000000000038654
2025-11-24 13:15:00+00:00,272.35,272.35,272.35,272.35,404,7.344031138711848e-05,0.0006015965320807474,19349.966666666667,0.020000000000038654
2025-11-24 13:16:00+00:00,272.3,272.3516,272.29,272.3516,1062,5.87479346436659e-06,0.000594552402746651,19358.283333333333,0.001599999999996271
2025-11-24 13:17:00+00:00,272.3,272.3337,272.3,272.3337,762,-6.572386576764178e-05,0.0005943167819796292,19360.916666666668,-0.017899999999997362
2025-11-24 13:18:00+00:00,272.4,272.4,272.4,272.4,310,0.00024345132460634744,0.0005897620440339824,19355.483333333334,0.06629999999995562
2025-11-24 13:19:00+00:00,272.3,272.3,272.3,272.3,658,-0.0003671071953008642,0.0005918808331937467,19362.933333333334,-0.0999999999999659
2025-11-24 13:20:00+00:00,272.3,272.3,272.3,272.3,703,0.0,0.0005888793234124808,19364.0,0.0
2025-11-24 13:22:00+00:00,272.15,272.26,272.15,272.26,365,-0.00014689680499457847,0.0005871707541281508,19363.15,-0.040000000000020464
2025-11-24 13:23:00+00:00,272.24,272.24,272.21,272.21,374,-0.00018364798354519873,0.0005867313606667828,19356.633333333335,-0.05000000000001137
2025-11-24 13:24:00+00:00,272.22,272.26,272.22,272.26,688,0.00018368171632210384,0.0005781869482352153,19360.3,0.05000000000001137
2025-11-24 13:25:00+00:00,272.33,272.42,272.33,272.37,2919,0.0004040255637993706,0.0005777599478497908,19401.466666666667,0.11000000000001364
2025-11-24 13:26:00+00:00,272.43,272.5,272.43,272.5,2513,0.00047729191908074675,0.0005791317412018918,19433.866666666665,0.12999999999999545
2025-11-24 13:27:00+00:00,272.59,272.59,272.49,272.49,2738,-3.669724770638538e-05,0.0005793272900150811,19469.416666666668,-0.009999999999990905
2025-11-24 13:28:00+00:00,272.53,272.53,272.5,272.51,956,7.339718888754732e-05,0.0005634758435108595,19478.933333333334,0.01999999999998181
2025-11-24 13:29:00+00:00,272.54,272.55,272.54,272.55,538,0.00014678360427144987,0.0005632823906251156,19482.583333333332,0.040000000000020464
2025-11-24 13:30:00+00:00,272.5,272.56,272.5,272.56,685,3.669051550181379e-05,0.0005608609855340645,19454.183333333334,0.009999999999990905
2025-11-24 13:31:00+00:00,272.59,272.67,272.59,272.59,2959,0.00011006750807140975,0.0005573352295245582,19498.783333333333,0.029999999999972715
2025-11-24 13:32:00+00:00,272.55,272.55,272.53,272.53,730,-0.0002201107890972276,0.0005583492082397578,19486.1,-0.060000000000002274
2025-11-24 13:33:00+00:00,272.5,272.7,272.3274,272.3274,913,-0.0007434043958461922,0.0005674237711609172,19488.966666666667,-0.20259999999996126
2025-11-24 13:34:00+00:00,272.2608,272.2608,272.2608,272.2608,295,-0.00024455857177796414,0.000567124109259646,19485.15,-0.066599999999994
2025-11-24 13:35:00+00:00,272.4001,272.4001,272.4,272.4,688,0.000511274483877111,0.0005672373251307159,19492.866666666665,0.1391999999999598
2025-11-24 13:36:00+00:00,272.45,272.6267,272.38,272.6267,1352,0.0008322320117475357,0.0005755786434862207,19509.866666666665,0.22670000000005075
2025-11-24 13:37:00+00:00,272.6219,272.6219,272.6219,272.6219,473,-1.7606492687782804e-05,0.0005752949291945122,19514.566666666666,-0.004800000000045657
2025-11-24 13:38:00+00:00,272.48,272.48,272.44,272.44,1069,-0.0006672244599571497,0.0005832225341126281,19530.5,-0.18189999999998463
2025-11-24 13:39:00+00:00,272.4,272.5,272.4,272.5,735,0.00022023197768317182,0.000582238143784894,19532.716666666667,0.060000000000002274
2025-11-24 13:40:00+00:00,272.46,272.58,272.46,272.46,613,-0.00014678899082576358,0.0005828979722914567,19537.216666666667,-0.040000000000020464
2025-11-24 13:41:00+00:00,272.3504,272.3504,272.3504,272.3504,287,-0.00040226088233130675,0.0005859867288975767,19523.233333333334,-0.10960000000000036
2025-11-24 13:43:00+00:00,272.35,272.3981,272.35,272.3981,678,0.00017514202292345793,0.0005734368046643322,19438.066666666666,0.04770000000002028
2025-11-24 13:44:00+00:00,272.31,272.35,272.29,272.35,2623,-0.00017657979259022571,0.0005493017918972065,19476.95,-0.04809999999997672
2025-11-24 13:45:00+00:00,272.4,272.4,272.4,272.4,1416,0.00018358729575895794,0.0005461245631355776,19497.516666666666,0.049999999999954525
2025-11-24 13:46:00+00:00,272.33,272.33,272.23,272.23,3533,-0.0006240822320116024,0.0005525204452248578,19551.45,-0.16999999999995907
2025-11-24 13:47:00+00:00,272.16,272.16,272.16,272.16,1053,-0.00025713551041395277,0.0005533064724028287,19560.966666666667,-0.06999999999999318
2025-11-24 13:48:00+00:00,272.01,272.0183,271.92,272.0,4982,-0.0005878894767784582,0.0005590257820446952,19638.583333333332,-0.160000000000025
2025-11-24 13:49:00+00:00,272.0,272.0,271.7664,271.7664,1228,-0.0008588235294118007,0.0005703400351184006,19655.15,-0.233600000000024
2025-11-24 13:50:00+00:00,271.9,271.9,271.8125,271.8125,852,0.00016963097719235876,0.000569642600143362,19635.916666666668,0.04610000000002401
2025-11-24 13:51:00+00:00,271.9554,272.0,271.9554,271.99,650,0.0006530236836055359,0.0005747669831058611,19637.2,0.1775000000000091
2025-11-24 13:52:00+00:00,271.7733,271.91,271.7733,271.91,1689,-0.0002941284606050587,0.0005739967858799119,19656.866666666665,-0.07999999999998408
2025-11-24 13:53:00+00:00,271.91,271.95,271.85,271.85,826,-0.0002206612482071879,0.0005748075052603056,19631.216666666667,-0.060000000000002274
2025-11-24 13:54:00+00:00,271.88,271.89,271.88,271.89,889,0.000147139966893306,0.0005673278762879666,19628.0,0.03999999999996362
2025-11-24 13:55:00+00:00,271.77,271.91,271.77,271.86,1070,-0.00011033873993149257,0.0005672415362658967,19628.533333333333,-0.029999999999972715
2025-11-24 13:56:00+00:00,271.92,271.95,271.9,271.9,641,0.00014713455455006574,0.000567241352383458,19629.433333333334,0.03999999999996362
2025-11-24 13:57:00+00:00,271.87,271.87,271.87,271.87,939,-0.00011033468186827378,0.00056534254226056,19637.283333333333,-0.029999999999972715
2025-11-24 13:58:00+00:00,271.93,271.98,271.93,271.98,954,0.000404605142163561,0.0005673792475053319,19648.133333333335,0.11000000000001364
2025-11-24 13:59:00+00:00,272.0,272.0,271.92,271.92,603,-0.00022060445620997182,0.0005673779973218421,19654.033333333333,-0.060000000000002274
2025-11-24 14:00:00+00:00,271.99,272.0,271.9,271.95,786,0.00011032656663712004,0.0005656223005096987,19649.633333333335,0.029999999999972715
2025-11-24 14:02:00+00:00,272.02,272.04,271.77,271.91,12512,-0.0001470858613714654,0.0005630987748286736,19830.9,-0.03999999999996362
2025-11-24 14:04:00+00:00,272.1538,272.1538,272.1538,272.1538,579,0.0008966202052147487,0.0005748354694853236,19793.416666666668,0.2437999999999647
2025-11-24 14:05:00+00:00,272.1501,272.19,272.1,272.14,2645,-5.070662250539204e-05,0.000567001296868208,19833.25,-0.013800000000003365
2025-11-24 14:06:00+00:00,272.22,272.273,272.22,272.273,965,0.0004887190416698051,0.0005699431829673594,19833.966666666667,0.1330000000000382
2025-11-24 14:08:00+00:00,272.29,272.37,272.24,272.31,5587,0.0001358930191388552,0.0004894056755520662,1609.95,0.03699999999997772
2025-11-24 14:09:00+00:00,272.35,272.4699,272.33,272.33,3115,7.344570526224281e-05,0.00035788928516041667,1643.1333333333334,0.01999999999998181
2025-11-24 14:10:00+00:00,272.37,272.46,272.36,272.37,1520,0.00014688062277401492,0.0003582323511602034,1587.65,0.040000000000020464
2025-11-24 14:11:00+00:00,272.4425,272.47,272.37,272.47,1292,0.0003671476300621812,0.0003560713756951891,1535.3833333333334,0.10000000000002274
2025-11-24 14:12:00+00:00,272.4,272.45,272.33,272.33,2831,-0.0005138180350131583,0.00036305040826359694,1562.0833333333333,-0.1400000000000432
2025-11-24 14:13:00+00:00,272.38,272.46,272.06,272.06,1759,-0.000991444203723324,0.00038319691831817295,1559.3,-0.2699999999999818
2025-11-24 14:14:00+00:00,272.34,272.34,272.25,272.25,1127,0.0006983753583769126,0.0003935133395338185,1566.95,0.18999999999999773
2025-11-24 14:15:00+00:00,272.3,272.3,272.12,272.3,4810,0.00018365472910941705,0.000384553954019829,1623.2166666666667,0.05000000000001137
2025-11-24 14:16:00+00:00,272.22,272.28,272.22,272.28,601,-7.344840249734474e-05,0.00038462953673555514,1595.5666666666666,-0.020000000000038654
2025-11-24 14:17:00+00:00,272.33,272.4,272.3,272.39,1395,0.0004039958865873494,0.0003874060897591994,1577.2166666666667,0.11000000000001364
2025-11-24 14:18:00+00:00,272.21,272.26,272.1525,272.26,982,-0.0004772568743345307,0.0003894910346443653,1576.7333333333333,-0.12999999999999545
2025-11-24 14:19:00+00:00,272.26,272.26,272.25,272.25,1665,-3.6729596708973133e-05,0.0003894112358813669,1576.4333333333334,-0.009999999999990905
2025-11-24 14:20:00+00:00,272.14,272.2816,272.05,272.14,2022,-0.00040404040404040664,0.00039265018532976827,1603.4,-0.11000000000001364
2025-11-24 14:21:00+00:00,272.05,272.2,272.05,272.2,373,0.00022047475564046515,0.00039379871436828767,1591.9166666666667,0.060000000000002274
2025-11-24 14:22:00+00:00,272.1,272.1,272.1,272.1,654,-0.0003673769287287909,0.0003964491821501569,1590.1166666666666,-0.0999999999999659
2025-11-24 14:23:00+00:00,272.1077,272.1077,271.95,272.02,5215,-0.0002940095553106703,0.0003966000990233641,1671.8666666666666,-0.08000000000004093
2025-11-24 14:24:00+00:00,271.8,271.94,271.7,271.7,5651,-0.0011763840894051247,0.0004214758329770149,1755.0833333333333,-0.3199999999999932
2025-11-24 14:25:00+00:00,271.7,271.7,271.15,271.5,31181,-0.0007361059992638808,0.0004309960103312989,2263.05,-0.19999999999998863
2025-11-24 14:26:00+00:00,271.5,271.6548,271.5,271.55,21289,0.0001841620626150675,0.0004318390680170409,2611.7833333333333,0.05000000000001137
2025-11-24 14:27:00+00:00,271.5,271.73,270.75,271.11,20056,-0.0016203277481127154,0.0004771945862005079,2939.8166666666666,-0.4399999999999977
2025-11-24 14:28:00+00:00,270.92,271.13,270.83,271.0988,19113,-4.131164471998794e-05,0.0004760710159609606,3246.9,-0.011200000000030741
2025-11-24 14:29:00+00:00,270.9,271.13,270.86,271.12,14906,7.82002723731523e-05,0.00047240344123426585,3446.6833333333334,0.021200000000021646
2025-11-24 14:30:00+00:00,271.15,273.6699,270.9,273.21,1197189,0.007708763647093386,0.0011092795733726106,23357.95,2.089999999999975
2025-11-24 14:31:00+00:00,273.21,274.259,273.17,273.9848,353134,0.0028359137659677014,0.0011662664494812853,29197.883333333335,0.7748000000000275
2025-11-24 14:32:00+00:00,273.995,274.82,273.95,274.605,291048,0.0022636292232269817,0.0011994829796935806,34032.75,0.6202000000000112
2025-11-24 14:33:00+00:00,274.66,275.135,274.558,275.06,496282,0.0016569254019409563,0.0012156116645385712,42295.15,0.4549999999999841
2025-11-24 14:34:00+00:00,275.02,275.42,274.7625,275.05,270134,-3.635570421001155e-05,0.0012157672224404556,46785.96666666667,-0.009999999999990905
2025-11-24 14:35:00+00:00,275.05,275.87,275.0474,275.3251,281154,0.00100018178512995,0.0012206639863318871,51422.55,0.275100000000009
